table,key,column,problem
combos,MIN-CYQST-LIQ·GL,margin_pct,source states no margin
combos,MIN-CYQST-LIQ·GL,form,source states no form
combo_lines,MIN-CYQST-LIQ·GL#1,resolves_to,"""acrylic-acid"" is a parent feed covering several regional series (acrylic-acid-cn, acrylic-acid-eu, acrylic-acid-na) and this line states no region — somebody has to pick one"
combo_lines,MIN-CYQST-LIQ·GL#3,resolves_to,"""natural-gas"" is a parent feed covering several regional series (gas-brazil, gas-china, gas-india, gas-mea, lng-japan, natgas-na, ttf-eu) and this line states no region — somebody has to pick one"
combos,MIN-MAXHT-LIQ·GL,margin_pct,source states no margin
combos,MIN-MAXHT-LIQ·GL,form,source states no form
combo_lines,MIN-MAXHT-LIQ·GL#3,resolves_to,"""natural-gas"" is a parent feed covering several regional series (gas-brazil, gas-china, gas-india, gas-mea, lng-japan, natgas-na, ttf-eu) and this line states no region — somebody has to pick one"
combos,MIN-OREP-LIQ·GL,margin_pct,source states no margin
combos,MIN-OREP-LIQ·GL,form,source states no form
combo_lines,MIN-OREP-LIQ·GL#3,resolves_to,"""natural-gas"" is a parent feed covering several regional series (gas-brazil, gas-china, gas-india, gas-mea, lng-japan, natgas-na, ttf-eu) and this line states no region — somebody has to pick one"
combos,AGR-PH3-CYL·GL,margin_pct,source states no margin
combos,AGR-PH3-CYL·GL,form,source states no form
combo_lines,AGR-PH3-CYL·GL#2,resolves_to,"""crude-oil"" is a parent feed covering several regional series (brent, wti) and this line states no region — somebody has to pick one"
combo_lines,AGR-PH3-CYL·GL#3,resolves_to,"""natural-gas"" is a parent feed covering several regional series (gas-brazil, gas-china, gas-india, gas-mea, lng-japan, natgas-na, ttf-eu) and this line states no region — somebody has to pick one"
combos,AGR-PH3MIX-CYL·GL,margin_pct,source states no margin
combos,AGR-PH3MIX-CYL·GL,form,source states no form
combo_lines,AGR-PH3MIX-CYL·GL#2,resolves_to,"""natural-gas"" is a parent feed covering several regional series (gas-brazil, gas-china, gas-india, gas-mea, lng-japan, natgas-na, ttf-eu) and this line states no region — somebody has to pick one"
combo_lines,AGR-PH3MIX-CYL·GL#3,resolves_to,"""crude-oil"" is a parent feed covering several regional series (brent, wti) and this line states no region — somebody has to pick one"
combos,PFC-ANTIST-LIQ·GL,margin_pct,source states no margin
combos,PFC-ANTIST-LIQ·GL,form,source states no form
combo_lines,PFC-ANTIST-LIQ·GL#4,resolves_to,"""natural-gas"" is a parent feed covering several regional series (gas-brazil, gas-china, gas-india, gas-mea, lng-japan, natgas-na, ttf-eu) and this line states no region — somebody has to pick one"
combos,PFC-HALS-GRN·GL,margin_pct,source states no margin
combos,PFC-HALS-GRN·GL,form,source states no form
combo_lines,PFC-HALS-GRN·GL#4,resolves_to,"""natural-gas"" is a parent feed covering several regional series (gas-brazil, gas-china, gas-india, gas-mea, lng-japan, natgas-na, ttf-eu) and this line states no region — somebody has to pick one"
combos,PFC-UVA-GRN·GL,margin_pct,source states no margin
combos,PFC-UVA-GRN·GL,form,source states no form
combo_lines,PFC-UVA-GRN·GL#4,resolves_to,"""natural-gas"" is a parent feed covering several regional series (gas-brazil, gas-china, gas-india, gas-mea, lng-japan, natgas-na, ttf-eu) and this line states no region — somebody has to pick one"
combos,ELA-COADH-PWD·GL,margin_pct,source states no margin
combos,ELA-COADH-PWD·GL,form,source states no form
combo_lines,ELA-COADH-PWD·GL#4,resolves_to,"""natural-gas"" is a parent feed covering several regional series (gas-brazil, gas-china, gas-india, gas-mea, lng-japan, natgas-na, ttf-eu) and this line states no region — somebody has to pick one"
combos,SOL-RHDIA-LIQ·GL,margin_pct,source states no margin
combos,SOL-RHDIA-LIQ·GL,form,source states no form
combo_lines,SOL-RHDIA-LIQ·GL#3,resolves_to,"""natural-gas"" is a parent feed covering several regional series (gas-brazil, gas-china, gas-india, gas-mea, lng-japan, natgas-na, ttf-eu) and this line states no region — somebody has to pick one"
combos,SUR-ADIBD-LIQ·GL,margin_pct,source states no margin
combos,SUR-ADIBD-LIQ·GL,form,source states no form
combo_lines,SUR-ADIBD-LIQ·GL#1,resolves_to,"""acrylic-acid"" is a parent feed covering several regional series (acrylic-acid-cn, acrylic-acid-eu, acrylic-acid-na) and this line states no region — somebody has to pick one"
combo_lines,SUR-ADIBD-LIQ·GL#4,resolves_to,"""natural-gas"" is a parent feed covering several regional series (gas-brazil, gas-china, gas-india, gas-mea, lng-japan, natgas-na, ttf-eu) and this line states no region — somebody has to pick one"
combos,SUR-ALKAM-LIQ·GL,margin_pct,source states no margin
combos,SUR-ALKAM-LIQ·GL,form,source states no form
combo_lines,SUR-ALKAM-LIQ·GL#4,resolves_to,"""natural-gas"" is a parent feed covering several regional series (gas-brazil, gas-china, gas-india, gas-mea, lng-japan, natgas-na, ttf-eu) and this line states no region — somebody has to pick one"
combos,SUR-SIPOM-LIQ·GL,margin_pct,source states no margin
combos,SUR-SIPOM-LIQ·GL,form,source states no form
combo_lines,SUR-SIPOM-LIQ·GL#2,resolves_to,"""acrylic-acid"" is a parent feed covering several regional series (acrylic-acid-cn, acrylic-acid-eu, acrylic-acid-na) and this line states no region — somebody has to pick one"
combo_lines,SUR-SIPOM-LIQ·GL#4,resolves_to,"""natural-gas"" is a parent feed covering several regional series (gas-brazil, gas-china, gas-india, gas-mea, lng-japan, natgas-na, ttf-eu) and this line states no region — somebody has to pick one"
combos,LUB-PHOS-LIQ·GL,margin_pct,source states no margin
combos,LUB-PHOS-LIQ·GL,form,source states no form
combo_lines,LUB-PHOS-LIQ·GL#4,resolves_to,"""natural-gas"" is a parent feed covering several regional series (gas-brazil, gas-china, gas-india, gas-mea, lng-japan, natgas-na, ttf-eu) and this line states no region — somebody has to pick one"
combos,APAC,db_region,"nobody has decided what region ""APAC"" is called in the database, or which currency and Incoterm its prices are quoted on — fill the ""Decide — regions"" sheet"
combos,CN,db_region,"nobody has decided what region ""CN"" is called in the database, or which currency and Incoterm its prices are quoted on — fill the ""Decide — regions"" sheet"
combos,EU,db_region,"nobody has decided what region ""EU"" is called in the database, or which currency and Incoterm its prices are quoted on — fill the ""Decide — regions"" sheet"
combos,GL,db_region,"nobody has decided what region ""GL"" is called in the database, or which currency and Incoterm its prices are quoted on — fill the ""Decide — regions"" sheet"
combos,IN,db_region,"nobody has decided what region ""IN"" is called in the database, or which currency and Incoterm its prices are quoted on — fill the ""Decide — regions"" sheet"
combos,LA,db_region,"nobody has decided what region ""LA"" is called in the database, or which currency and Incoterm its prices are quoted on — fill the ""Decide — regions"" sheet"
combos,MEA,db_region,"nobody has decided what region ""MEA"" is called in the database, or which currency and Incoterm its prices are quoted on — fill the ""Decide — regions"" sheet"
combos,NA,db_region,"nobody has decided what region ""NA"" is called in the database, or which currency and Incoterm its prices are quoted on — fill the ""Decide — regions"" sheet"
type_codes,AROM-US,resolves_to,no_series (used by 6 formulas)
type_codes,CHLOR-US,resolves_to,no_series (used by 7 formulas)
type_codes,COAL-AU,resolves_to,no_series (used by 3 formulas)
type_codes,COCO-WB,resolves_to,no_series (used by 7 formulas)
type_codes,CORN-US,resolves_to,no_series (used by 2 formulas)
type_codes,ELEC-US-PPI,resolves_to,no_series (used by 59 formulas)
type_codes,ETH-US-PPI,resolves_to,no_series (used by 1 formulas)
type_codes,FA-US,resolves_to,no_series (used by 8 formulas)
type_codes,GUM-WOOD-US,resolves_to,no_series (used by 1 formulas)
type_codes,HIDES-GL,resolves_to,no_series (used by 1 formulas)
type_codes,ILM-MB,resolves_to,no_series (used by 1 formulas)
type_codes,INORG-US,resolves_to,no_series (used by 9 formulas)
type_codes,KCL-WB,resolves_to,no_series (used by 2 formulas)
type_codes,LIME-US,resolves_to,no_series (used by 4 formulas)
type_codes,LNG-JKM,resolves_to,no_series (used by 2 formulas)
type_codes,NAOH-US,resolves_to,no_series (used by 1 formulas)
type_codes,NATGAS-US,resolves_to,no_series (used by 13 formulas)
type_codes,ORANGE-GL,resolves_to,no_series (used by 2 formulas)
type_codes,PHOS-US,resolves_to,no_series (used by 1 formulas)
type_codes,RG-US,resolves_to,no_series (used by 18 formulas)
type_codes,RUT-MB,resolves_to,no_series (used by 1 formulas)
type_codes,SALT-US,resolves_to,no_series (used by 1 formulas)
type_codes,SI-CN,resolves_to,no_series (used by 6 formulas)
type_codes,SI-MB,resolves_to,no_series (used by 7 formulas)
type_codes,SI-NA,resolves_to,no_series (used by 5 formulas)
type_codes,SODA-CN,resolves_to,no_series (used by 1 formulas)
type_codes,SODA-EU,resolves_to,no_series (used by 1 formulas)
type_codes,SODA-GL,resolves_to,no_series (used by 1 formulas)
type_codes,SODA-US,resolves_to,no_series (used by 7 formulas)
type_codes,WOOD-PULP-US,resolves_to,no_series (used by 2 formulas)
type_codes,ZINC-GL,resolves_to,no_series (used by 3 formulas)
type_codes,acrylic-acid,resolves_to,ambiguous (used by 4 formulas)
type_codes,crude-oil,resolves_to,ambiguous (used by 4 formulas)
type_codes,natural-gas,resolves_to,ambiguous (used by 17 formulas)
index_feeds,2eh|multi,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,2eh|multi,series_key,"shares price series ""ethylene-propylene-na"" with ethylene-propylene-na, ethylene-oxide, meg, lao — this card is a proxy view, not an independent price"
index_feeds,acrylic-acid|CN,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,acrylic-acid|CN,agency,no INDEX_SOURCE_META entry
index_feeds,acrylic-acid|CN,volatility_pct,feed has no intel block in the mockup
index_feeds,acrylic-acid|EU,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,acrylic-acid|EU,agency,no INDEX_SOURCE_META entry
index_feeds,acrylic-acid|EU,volatility_pct,feed has no intel block in the mockup
index_feeds,acrylic-acid|NA,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,acrylic-acid|NA,agency,no INDEX_SOURCE_META entry
index_feeds,acrylic-acid|NA,volatility_pct,feed has no intel block in the mockup
index_feeds,acrylonitrile|CN,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,acrylonitrile|CN,agency,no INDEX_SOURCE_META entry
index_feeds,acrylonitrile|CN,volatility_pct,feed has no intel block in the mockup
index_feeds,acrylonitrile|EU,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,acrylonitrile|EU,agency,no INDEX_SOURCE_META entry
index_feeds,acrylonitrile|EU,volatility_pct,feed has no intel block in the mockup
index_feeds,acrylonitrile|NA,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,acrylonitrile|NA,agency,no INDEX_SOURCE_META entry
index_feeds,acrylonitrile|NA,volatility_pct,feed has no intel block in the mockup
index_feeds,ammonia-na|EU,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,ammonia-na|EU,volatility_pct,feed has no intel block in the mockup
index_feeds,ammonia-na|IN,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,ammonia-na|IN,volatility_pct,feed has no intel block in the mockup
index_feeds,ammonia-na|MEA,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,ammonia-na|MEA,volatility_pct,feed has no intel block in the mockup
index_feeds,ammonia-na|NA,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,ammonia-na|NA,volatility_pct,feed has no intel block in the mockup
index_feeds,base-oil-na|APAC,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,base-oil-na|APAC,volatility_pct,feed has no intel block in the mockup
index_feeds,base-oil-na|EU,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,base-oil-na|EU,volatility_pct,feed has no intel block in the mockup
index_feeds,base-oil-na|NA,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,base-oil-na|NA,volatility_pct,feed has no intel block in the mockup
index_feeds,benzene-na|APAC,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,benzene-na|APAC,volatility_pct,feed has no intel block in the mockup
index_feeds,benzene-na|CN,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,benzene-na|CN,volatility_pct,feed has no intel block in the mockup
index_feeds,benzene-na|EU,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,benzene-na|EU,volatility_pct,feed has no intel block in the mockup
index_feeds,benzene-na|NA,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,benzene-na|NA,volatility_pct,feed has no intel block in the mockup
index_feeds,bpa|APAC,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,bpa|APAC,agency,no INDEX_SOURCE_META entry
index_feeds,bpa|APAC,volatility_pct,feed has no intel block in the mockup
index_feeds,bpa|CN,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,bpa|CN,agency,no INDEX_SOURCE_META entry
index_feeds,bpa|CN,volatility_pct,feed has no intel block in the mockup
index_feeds,bpa|EU,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,bpa|EU,agency,no INDEX_SOURCE_META entry
index_feeds,bpa|EU,volatility_pct,feed has no intel block in the mockup
index_feeds,caprolactam|CN,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,caprolactam|CN,agency,no INDEX_SOURCE_META entry
index_feeds,caprolactam|CN,volatility_pct,feed has no intel block in the mockup
index_feeds,caprolactam|EU,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,caprolactam|EU,agency,no INDEX_SOURCE_META entry
index_feeds,caprolactam|EU,volatility_pct,feed has no intel block in the mockup
index_feeds,caprolactam|NA,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,caprolactam|NA,agency,no INDEX_SOURCE_META entry
index_feeds,caprolactam|NA,volatility_pct,feed has no intel block in the mockup
index_feeds,caustic-soda-na|CN,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,caustic-soda-na|CN,volatility_pct,feed has no intel block in the mockup
index_feeds,caustic-soda-na|EU,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,caustic-soda-na|EU,volatility_pct,feed has no intel block in the mockup
index_feeds,caustic-soda-na|IN,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,caustic-soda-na|IN,volatility_pct,feed has no intel block in the mockup
index_feeds,caustic-soda-na|NA,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,caustic-soda-na|NA,volatility_pct,feed has no intel block in the mockup
index_feeds,caustic-soda-na|NA,series_key,"shares price series ""caustic-soda-na"" with chlorine — this card is a proxy view, not an independent price"
index_feeds,cbfs|multi,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,cbfs|multi,series_key,"shares price series ""brent"" with naphtha, pta, crude-oil — this card is a proxy view, not an independent price"
index_feeds,chlorine|multi,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,chlorine|multi,series_key,"shares price series ""caustic-soda-na"" with caustic-soda-na — this card is a proxy view, not an independent price"
index_feeds,corn|multi,series_key,"shares price series ""corn"" with glucose — this card is a proxy view, not an independent price"
index_feeds,cpo|APAC,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,crude-oil|Global,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,crude-oil|Global,volatility_pct,feed has no intel block in the mockup
index_feeds,crude-oil|Global,series_key,"shares price series ""brent"" with naphtha, cbfs, pta — this card is a proxy view, not an independent price"
index_feeds,crude-oil|NA,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,crude-oil|NA,volatility_pct,feed has no intel block in the mockup
index_feeds,dap|multi,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,elec-cn|CN,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,elec-cn|CN,series_key,"shares price series ""elec-cn"" with electricity — this card is a proxy view, not an independent price"
index_feeds,elec-eu|EU,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,elec-eu|EU,series_key,"shares price series ""elec-eu"" with electricity — this card is a proxy view, not an independent price"
index_feeds,electricity|CN,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,electricity|CN,series_key,"shares price series ""elec-cn"" with elec-cn — this card is a proxy view, not an independent price"
index_feeds,electricity|EU,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,electricity|EU,series_key,"shares price series ""elec-eu"" with elec-eu — this card is a proxy view, not an independent price"
index_feeds,electricity|IN,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,electricity|MEA,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,electricity|NA,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,ethylene-oxide|multi,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,ethylene-oxide|multi,series_key,"shares price series ""ethylene-propylene-na"" with ethylene-propylene-na, meg, lao, 2eh — this card is a proxy view, not an independent price"
index_feeds,ethylene-propylene-na|CN,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,ethylene-propylene-na|CN,volatility_pct,feed has no intel block in the mockup
index_feeds,ethylene-propylene-na|EU,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,ethylene-propylene-na|EU,volatility_pct,feed has no intel block in the mockup
index_feeds,ethylene-propylene-na|NA,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,ethylene-propylene-na|NA,volatility_pct,feed has no intel block in the mockup
index_feeds,ethylene-propylene-na|NA,series_key,"shares price series ""ethylene-propylene-na"" with ethylene-oxide, meg, lao, 2eh — this card is a proxy view, not an independent price"
index_feeds,glucose|multi,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,glucose|multi,series_key,"shares price series ""corn"" with corn — this card is a proxy view, not an independent price"
index_feeds,gold|multi,agency,no INDEX_SOURCE_META entry
index_feeds,guar-gum|multi,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,hdpe-na|CN,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,hdpe-na|CN,volatility_pct,feed has no intel block in the mockup
index_feeds,hdpe-na|EU,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,hdpe-na|EU,volatility_pct,feed has no intel block in the mockup
index_feeds,hdpe-na|NA,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,hdpe-na|NA,volatility_pct,feed has no intel block in the mockup
index_feeds,industrial-chemicals|multi,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,industrial-chemicals|multi,agency,no INDEX_SOURCE_META entry
index_feeds,iron-ore|multi,agency,no INDEX_SOURCE_META entry
index_feeds,iron-scrap-na|EU,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,iron-scrap-na|EU,volatility_pct,feed has no intel block in the mockup
index_feeds,iron-scrap-na|NA,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,iron-scrap-na|NA,volatility_pct,feed has no intel block in the mockup
index_feeds,lab|APAC,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,lab|EU,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,lab|IN,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,lab|MEA,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,lab|NA,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,lao|multi,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,lao|multi,series_key,"shares price series ""ethylene-propylene-na"" with ethylene-propylene-na, ethylene-oxide, meg, 2eh — this card is a proxy view, not an independent price"
index_feeds,lci-na|APAC,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,lci-na|CN,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,lci-na|EU,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,lci-na|IN,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,lci-na|LA,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,lci-na|MEA,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,lci-na|NA,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,lead|multi,agency,no INDEX_SOURCE_META entry
index_feeds,meg|multi,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,meg|multi,series_key,"shares price series ""ethylene-propylene-na"" with ethylene-propylene-na, ethylene-oxide, lao, 2eh — this card is a proxy view, not an independent price"
index_feeds,mma|CN,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,mma|CN,agency,no INDEX_SOURCE_META entry
index_feeds,mma|CN,volatility_pct,feed has no intel block in the mockup
index_feeds,mma|EU,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,mma|EU,agency,no INDEX_SOURCE_META entry
index_feeds,mma|EU,volatility_pct,feed has no intel block in the mockup
index_feeds,mop|multi,agency,no INDEX_SOURCE_META entry
index_feeds,naphtha|multi,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,naphtha|multi,series_key,"shares price series ""brent"" with cbfs, pta, crude-oil — this card is a proxy view, not an independent price"
index_feeds,natural-gas|APAC,volatility_pct,feed has no intel block in the mockup
index_feeds,natural-gas|CN,volatility_pct,feed has no intel block in the mockup
index_feeds,natural-gas|EU,volatility_pct,feed has no intel block in the mockup
index_feeds,natural-gas|IN,volatility_pct,feed has no intel block in the mockup
index_feeds,natural-gas|LA,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,natural-gas|LA,volatility_pct,feed has no intel block in the mockup
index_feeds,natural-gas|MEA,volatility_pct,feed has no intel block in the mockup
index_feeds,natural-gas|NA,volatility_pct,feed has no intel block in the mockup
index_feeds,nickel|multi,agency,no INDEX_SOURCE_META entry
index_feeds,phthalic-anhydride|EU,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,phthalic-anhydride|EU,agency,no INDEX_SOURCE_META entry
index_feeds,phthalic-anhydride|EU,volatility_pct,feed has no intel block in the mockup
index_feeds,pko|APAC,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,ppi-na|NA,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,ppi-na|NA,agency,no INDEX_SOURCE_META entry
index_feeds,pta|multi,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,pta|multi,series_key,"shares price series ""brent"" with naphtha, cbfs, crude-oil — this card is a proxy view, not an independent price"
index_feeds,rubber|multi,agency,no INDEX_SOURCE_META entry
index_feeds,silver|multi,agency,no INDEX_SOURCE_META entry
index_feeds,sulfuric-acid-na|CN,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,sulfuric-acid-na|CN,volatility_pct,feed has no intel block in the mockup
index_feeds,sulfuric-acid-na|EU,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,sulfuric-acid-na|EU,volatility_pct,feed has no intel block in the mockup
index_feeds,sulfuric-acid-na|NA,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,sulfuric-acid-na|NA,volatility_pct,feed has no intel block in the mockup
index_feeds,synthetic-rubber|multi,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,tin|multi,agency,no INDEX_SOURCE_META entry
index_feeds,urea|multi,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,water-eu|EU,unit,region label states no unit — CommodityIndex.unit has to come from somewhere else
index_feeds,alkalies-chlorine-ppi,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,aromatics-ppi,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,caustic-soda-ppi,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,chlor-naoh-ppi,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,coal-au,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,coconut-oil-wb,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,corn-na,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,elec-power-ppi,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,ethanol-ppi,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,fatty-acids-ppi,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,gum-wood-na,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,hides-gl,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,ilmenite,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,inorg-chem-ppi,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,kcl-wb,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,lime-na,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,lng-jkm-asia,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,natgas-ppi,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,orange-gl,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,phosphates-ppi,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,primary-organics-ppi,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,refinery-gases-ppi,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,rutile,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,salt-ppi,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,silicon-metal-cn,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,silicon-metal-mb,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,silicon-metal-na,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,tallow-ppi,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,wood-pulp-na,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_feeds,zinc-gl,card_status,referenced by FCOVERED/FORE but the mockup has no INDEXES card — emitted as a stub
index_commodities,acrylic-acid-cn,unit,"no source and no decision — fill the ""Decide — price series"" sheet"
index_commodities,acrylic-acid-cn,quoted_incoterm,"no source and no decision — fill the ""Decide — price series"" sheet"
index_commodities,acrylic-acid-cn,quoted_named_place,"no source and no decision — fill the ""Decide — price series"" sheet"
index_commodities,acrylic-acid-cn,currency,"the mockups carry no currency — fill the ""Decide — price series"" sheet"
index_commodities,acrylic-acid-cn,category,"the mockups carry no category — fill the ""Decide — price series"" sheet"
index_commodities,acrylic-acid-cn,source_url,"the mockups carry no source_url — fill the ""Decide — price series"" sheet"
index_commodities,acrylic-acid-eu,unit,"no source and no decision — fill the ""Decide — price series"" sheet"
index_commodities,acrylic-acid-eu,quoted_incoterm,"no source and no decision — fill the ""Decide — price series"" sheet"
index_commodities,acrylic-acid-eu,quoted_named_place,"no source and no decision — fill the ""Decide — price series"" sheet"
