combo_id,formula_id,region,seq,weight_pct,weight_frac,label,type_code,raw_flag,kind,proxy_status,resolves_to,resolution,label_short,commodity_key
OLE-FAC-SAT·EU,OLE-FAC-SAT,EU,1,70,0.7,CPO feedstock,CPO-MY,p,indexed,proxy,cpo,resolved,CPO feedstock,cpo
OLE-FAC-SAT·EU,OLE-FAC-SAT,EU,2,8,0.08,Industrial electricity,ELEC-EU,d,indexed,direct,elec-eu,resolved,Industrial electricity,elec-eu
OLE-FAC-SAT·EU,OLE-FAC-SAT,EU,3,13,0.13,Fixed costs LCI,LCI-EU,d,indexed,direct,lci-eu,resolved,Fixed costs LCI,lci-eu
OLE-FAC-SAT·EU,OLE-FAC-SAT,EU,4,9,0.09,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
OLE-FAC-SAT·CN,OLE-FAC-SAT,CN,1,70,0.7,CPO feedstock,CPO-MY,p,indexed,proxy,cpo,resolved,CPO feedstock,cpo
OLE-FAC-SAT·CN,OLE-FAC-SAT,CN,2,8,0.08,Industrial electricity,ELEC-CN,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
OLE-FAC-SAT·CN,OLE-FAC-SAT,CN,3,13,0.13,Fixed costs LCI,LCI-CN,d,indexed,direct,lci-cn,resolved,Fixed costs LCI,lci-cn
OLE-FAC-SAT·CN,OLE-FAC-SAT,CN,4,9,0.09,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
OLE-FAC-SAT·NA,OLE-FAC-SAT,NA,1,70,0.7,CPO feedstock,CPO-MY,p,indexed,proxy,cpo,resolved,CPO feedstock,cpo
OLE-FAC-SAT·NA,OLE-FAC-SAT,NA,2,8,0.08,Industrial electricity,ELEC-NA,d,indexed,direct,elec-na,resolved,Industrial electricity,elec-na
OLE-FAC-SAT·NA,OLE-FAC-SAT,NA,3,13,0.13,Fixed costs LCI,LCI-NA,d,indexed,direct,lci-na,resolved,Fixed costs LCI,lci-na
OLE-FAC-SAT·NA,OLE-FAC-SAT,NA,4,9,0.09,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
OLE-FAC-SAT·APAC,OLE-FAC-SAT,APAC,1,70,0.7,CPO feedstock,CPO-MY,d,indexed,direct,cpo,resolved,CPO feedstock,cpo
OLE-FAC-SAT·APAC,OLE-FAC-SAT,APAC,2,8,0.08,Industrial electricity,ELEC-APAC,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
OLE-FAC-SAT·APAC,OLE-FAC-SAT,APAC,3,13,0.13,Fixed costs LCI,LCI-APAC,d,indexed,direct,lci-apac,resolved,Fixed costs LCI,lci-apac
OLE-FAC-SAT·APAC,OLE-FAC-SAT,APAC,4,9,0.09,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
OLE-FAC-SAT·IN,OLE-FAC-SAT,IN,1,70,0.7,CPO feedstock,CPO-MY,d,indexed,direct,cpo,resolved,CPO feedstock,cpo
OLE-FAC-SAT·IN,OLE-FAC-SAT,IN,2,8,0.08,Industrial electricity,ELEC-IN,d,indexed,direct,elec-in,resolved,Industrial electricity,elec-in
OLE-FAC-SAT·IN,OLE-FAC-SAT,IN,3,13,0.13,Fixed costs LCI,LCI-IN,d,indexed,direct,lci-in,resolved,Fixed costs LCI,lci-in
OLE-FAC-SAT·IN,OLE-FAC-SAT,IN,4,9,0.09,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
OLE-FAC-SAT·MEA,OLE-FAC-SAT,MEA,1,70,0.7,CPO feedstock,CPO-MY,d,indexed,direct,cpo,resolved,CPO feedstock,cpo
OLE-FAC-SAT·MEA,OLE-FAC-SAT,MEA,2,8,0.08,Industrial electricity,ELEC-EU,p,indexed,proxy,elec-eu,resolved,Industrial electricity,elec-eu
OLE-FAC-SAT·MEA,OLE-FAC-SAT,MEA,3,13,0.13,Fixed costs LCI,LCI-MEA,d,indexed,direct,lci-mea,resolved,Fixed costs LCI,lci-mea
OLE-FAC-SAT·MEA,OLE-FAC-SAT,MEA,4,9,0.09,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
FA-US·EU,FA-US,EU,1,68,0.68,CPO feedstock,CPO-MY,p,indexed,proxy,cpo,resolved,CPO feedstock,cpo
FA-US·EU,FA-US,EU,2,8,0.08,Industrial electricity,ELEC-EU,d,indexed,direct,elec-eu,resolved,Industrial electricity,elec-eu
FA-US·EU,FA-US,EU,3,13,0.13,Fixed costs LCI,LCI-EU,d,indexed,direct,lci-eu,resolved,Fixed costs LCI,lci-eu
FA-US·EU,FA-US,EU,4,11,0.11,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
FA-US·CN,FA-US,CN,1,68,0.68,CPO feedstock,CPO-MY,p,indexed,proxy,cpo,resolved,CPO feedstock,cpo
FA-US·CN,FA-US,CN,2,8,0.08,Industrial electricity,ELEC-CN,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
FA-US·CN,FA-US,CN,3,13,0.13,Fixed costs LCI,LCI-CN,d,indexed,direct,lci-cn,resolved,Fixed costs LCI,lci-cn
FA-US·CN,FA-US,CN,4,11,0.11,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
FA-US·APAC,FA-US,APAC,1,68,0.68,CPO feedstock,CPO-MY,d,indexed,direct,cpo,resolved,CPO feedstock,cpo
FA-US·APAC,FA-US,APAC,2,8,0.08,Industrial electricity,ELEC-APAC,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
FA-US·APAC,FA-US,APAC,3,13,0.13,Fixed costs LCI,LCI-APAC,d,indexed,direct,lci-apac,resolved,Fixed costs LCI,lci-apac
FA-US·APAC,FA-US,APAC,4,11,0.11,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
FA-US·IN,FA-US,IN,1,68,0.68,CPO feedstock,CPO-MY,d,indexed,direct,cpo,resolved,CPO feedstock,cpo
FA-US·IN,FA-US,IN,2,8,0.08,Industrial electricity,ELEC-IN,d,indexed,direct,elec-in,resolved,Industrial electricity,elec-in
FA-US·IN,FA-US,IN,3,13,0.13,Fixed costs LCI,LCI-IN,d,indexed,direct,lci-in,resolved,Fixed costs LCI,lci-in
FA-US·IN,FA-US,IN,4,11,0.11,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
OLE-FAL-CPO·EU,OLE-FAL-CPO,EU,1,59,0.59,Crude palm oil CPO,CPO-MY,p,indexed,proxy,cpo,resolved,Crude palm oil CPO,cpo
OLE-FAL-CPO·EU,OLE-FAL-CPO,EU,2,8,0.08,Hydrogen natural gas proxy,TTF-EU,p,indexed,proxy,ttf-eu,resolved,Hydrogen natural gas proxy,ttf-eu
OLE-FAL-CPO·EU,OLE-FAL-CPO,EU,3,10,0.1,Industrial electricity,ELEC-EU,d,indexed,direct,elec-eu,resolved,Industrial electricity,elec-eu
OLE-FAL-CPO·EU,OLE-FAL-CPO,EU,4,12,0.12,Fixed costs LCI,LCI-EU,d,indexed,direct,lci-eu,resolved,Fixed costs LCI,lci-eu
OLE-FAL-CPO·EU,OLE-FAL-CPO,EU,5,11,0.11,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
OLE-FAL-CPO·CN,OLE-FAL-CPO,CN,1,59,0.59,Crude palm oil CPO,CPO-MY,p,indexed,proxy,cpo,resolved,Crude palm oil CPO,cpo
OLE-FAL-CPO·CN,OLE-FAL-CPO,CN,2,8,0.08,Hydrogen natural gas proxy,NDRC-CN,p,indexed,proxy,gas-china,resolved,Hydrogen natural gas proxy,gas-china
OLE-FAL-CPO·CN,OLE-FAL-CPO,CN,3,10,0.1,Industrial electricity,ELEC-CN,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
OLE-FAL-CPO·CN,OLE-FAL-CPO,CN,4,12,0.12,Fixed costs LCI,LCI-CN,d,indexed,direct,lci-cn,resolved,Fixed costs LCI,lci-cn
OLE-FAL-CPO·CN,OLE-FAL-CPO,CN,5,11,0.11,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
OLE-FAL-CPO·NA,OLE-FAL-CPO,NA,1,59,0.59,Crude palm oil CPO,CPO-MY,p,indexed,proxy,cpo,resolved,Crude palm oil CPO,cpo
OLE-FAL-CPO·NA,OLE-FAL-CPO,NA,2,8,0.08,Hydrogen natural gas proxy,HH-NA,p,indexed,proxy,natgas-na,resolved,Hydrogen natural gas proxy,natgas-na
OLE-FAL-CPO·NA,OLE-FAL-CPO,NA,3,10,0.1,Industrial electricity,ELEC-NA,d,indexed,direct,elec-na,resolved,Industrial electricity,elec-na
OLE-FAL-CPO·NA,OLE-FAL-CPO,NA,4,12,0.12,Fixed costs LCI,LCI-NA,d,indexed,direct,lci-na,resolved,Fixed costs LCI,lci-na
OLE-FAL-CPO·NA,OLE-FAL-CPO,NA,5,11,0.11,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
OLE-FAL-CPO·APAC,OLE-FAL-CPO,APAC,1,59,0.59,Crude palm oil CPO,CPO-MY,d,indexed,direct,cpo,resolved,Crude palm oil CPO,cpo
OLE-FAL-CPO·APAC,OLE-FAL-CPO,APAC,2,8,0.08,Hydrogen natural gas proxy,JKM-APAC,p,indexed,proxy,lng-japan,resolved,Hydrogen natural gas proxy,lng-japan
OLE-FAL-CPO·APAC,OLE-FAL-CPO,APAC,3,10,0.1,Industrial electricity,ELEC-APAC,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
OLE-FAL-CPO·APAC,OLE-FAL-CPO,APAC,4,12,0.12,Fixed costs LCI,LCI-APAC,d,indexed,direct,lci-apac,resolved,Fixed costs LCI,lci-apac
OLE-FAL-CPO·APAC,OLE-FAL-CPO,APAC,5,11,0.11,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
OLE-FAL-CPO·IN,OLE-FAL-CPO,IN,1,59,0.59,Crude palm oil CPO,CPO-MY,d,indexed,direct,cpo,resolved,Crude palm oil CPO,cpo
OLE-FAL-CPO·IN,OLE-FAL-CPO,IN,2,8,0.08,Hydrogen natural gas proxy,GAS-IN,p,indexed,proxy,gas-india,resolved,Hydrogen natural gas proxy,gas-india
OLE-FAL-CPO·IN,OLE-FAL-CPO,IN,3,10,0.1,Industrial electricity,ELEC-IN,d,indexed,direct,elec-in,resolved,Industrial electricity,elec-in
OLE-FAL-CPO·IN,OLE-FAL-CPO,IN,4,12,0.12,Fixed costs LCI,LCI-IN,d,indexed,direct,lci-in,resolved,Fixed costs LCI,lci-in
OLE-FAL-CPO·IN,OLE-FAL-CPO,IN,5,11,0.11,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
OLE-FAL-CPO·MEA,OLE-FAL-CPO,MEA,1,59,0.59,Crude palm oil CPO,CPO-MY,d,indexed,direct,cpo,resolved,Crude palm oil CPO,cpo
OLE-FAL-CPO·MEA,OLE-FAL-CPO,MEA,2,8,0.08,Hydrogen natural gas proxy,GAS-MEA,p,indexed,proxy,gas-mea,resolved,Hydrogen natural gas proxy,gas-mea
OLE-FAL-CPO·MEA,OLE-FAL-CPO,MEA,3,10,0.1,Industrial electricity,ELEC-EU,p,indexed,proxy,elec-eu,resolved,Industrial electricity,elec-eu
OLE-FAL-CPO·MEA,OLE-FAL-CPO,MEA,4,12,0.12,Fixed costs LCI,LCI-MEA,d,indexed,direct,lci-mea,resolved,Fixed costs LCI,lci-mea
OLE-FAL-CPO·MEA,OLE-FAL-CPO,MEA,5,11,0.11,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
OLE-FAL-PKO·EU,OLE-FAL-PKO,EU,1,60,0.6,Palm kernel oil PKO,PKO-MY,p,indexed,proxy,pko,resolved,Palm kernel oil PKO,pko
OLE-FAL-PKO·EU,OLE-FAL-PKO,EU,2,8,0.08,Hydrogen natural gas proxy,TTF-EU,p,indexed,proxy,ttf-eu,resolved,Hydrogen natural gas proxy,ttf-eu
OLE-FAL-PKO·EU,OLE-FAL-PKO,EU,3,10,0.1,Industrial electricity,ELEC-EU,d,indexed,direct,elec-eu,resolved,Industrial electricity,elec-eu
OLE-FAL-PKO·EU,OLE-FAL-PKO,EU,4,13,0.13,Fixed costs LCI,LCI-EU,d,indexed,direct,lci-eu,resolved,Fixed costs LCI,lci-eu
OLE-FAL-PKO·EU,OLE-FAL-PKO,EU,5,9,0.09,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
OLE-FAL-PKO·CN,OLE-FAL-PKO,CN,1,60,0.6,Palm kernel oil PKO,PKO-MY,p,indexed,proxy,pko,resolved,Palm kernel oil PKO,pko
OLE-FAL-PKO·CN,OLE-FAL-PKO,CN,2,8,0.08,Hydrogen natural gas proxy,NDRC-CN,p,indexed,proxy,gas-china,resolved,Hydrogen natural gas proxy,gas-china
OLE-FAL-PKO·CN,OLE-FAL-PKO,CN,3,10,0.1,Industrial electricity,ELEC-CN,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
OLE-FAL-PKO·CN,OLE-FAL-PKO,CN,4,13,0.13,Fixed costs LCI,LCI-CN,d,indexed,direct,lci-cn,resolved,Fixed costs LCI,lci-cn
OLE-FAL-PKO·CN,OLE-FAL-PKO,CN,5,9,0.09,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
OLE-FAL-PKO·NA,OLE-FAL-PKO,NA,1,60,0.6,Palm kernel oil PKO,PKO-MY,p,indexed,proxy,pko,resolved,Palm kernel oil PKO,pko
OLE-FAL-PKO·NA,OLE-FAL-PKO,NA,2,8,0.08,Hydrogen natural gas proxy,HH-NA,p,indexed,proxy,natgas-na,resolved,Hydrogen natural gas proxy,natgas-na
OLE-FAL-PKO·NA,OLE-FAL-PKO,NA,3,10,0.1,Industrial electricity,ELEC-NA,d,indexed,direct,elec-na,resolved,Industrial electricity,elec-na
OLE-FAL-PKO·NA,OLE-FAL-PKO,NA,4,13,0.13,Fixed costs LCI,LCI-NA,d,indexed,direct,lci-na,resolved,Fixed costs LCI,lci-na
OLE-FAL-PKO·NA,OLE-FAL-PKO,NA,5,9,0.09,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
OLE-FAL-PKO·APAC,OLE-FAL-PKO,APAC,1,60,0.6,Palm kernel oil PKO,PKO-MY,d,indexed,direct,pko,resolved,Palm kernel oil PKO,pko
OLE-FAL-PKO·APAC,OLE-FAL-PKO,APAC,2,8,0.08,Hydrogen natural gas proxy,JKM-APAC,p,indexed,proxy,lng-japan,resolved,Hydrogen natural gas proxy,lng-japan
OLE-FAL-PKO·APAC,OLE-FAL-PKO,APAC,3,10,0.1,Industrial electricity,ELEC-APAC,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
OLE-FAL-PKO·APAC,OLE-FAL-PKO,APAC,4,13,0.13,Fixed costs LCI,LCI-APAC,d,indexed,direct,lci-apac,resolved,Fixed costs LCI,lci-apac
OLE-FAL-PKO·APAC,OLE-FAL-PKO,APAC,5,9,0.09,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
OLE-FAL-PKO·IN,OLE-FAL-PKO,IN,1,60,0.6,Palm kernel oil PKO,PKO-MY,d,indexed,direct,pko,resolved,Palm kernel oil PKO,pko
OLE-FAL-PKO·IN,OLE-FAL-PKO,IN,2,8,0.08,Hydrogen natural gas proxy,GAS-IN,p,indexed,proxy,gas-india,resolved,Hydrogen natural gas proxy,gas-india
OLE-FAL-PKO·IN,OLE-FAL-PKO,IN,3,10,0.1,Industrial electricity,ELEC-IN,d,indexed,direct,elec-in,resolved,Industrial electricity,elec-in
OLE-FAL-PKO·IN,OLE-FAL-PKO,IN,4,13,0.13,Fixed costs LCI,LCI-IN,d,indexed,direct,lci-in,resolved,Fixed costs LCI,lci-in
OLE-FAL-PKO·IN,OLE-FAL-PKO,IN,5,9,0.09,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
OLE-FAL-PKO·MEA,OLE-FAL-PKO,MEA,1,60,0.6,Palm kernel oil PKO,PKO-MY,d,indexed,direct,pko,resolved,Palm kernel oil PKO,pko
OLE-FAL-PKO·MEA,OLE-FAL-PKO,MEA,2,8,0.08,Hydrogen natural gas proxy,GAS-MEA,p,indexed,proxy,gas-mea,resolved,Hydrogen natural gas proxy,gas-mea
OLE-FAL-PKO·MEA,OLE-FAL-PKO,MEA,3,10,0.1,Industrial electricity,ELEC-EU,p,indexed,proxy,elec-eu,resolved,Industrial electricity,elec-eu
OLE-FAL-PKO·MEA,OLE-FAL-PKO,MEA,4,13,0.13,Fixed costs LCI,LCI-MEA,d,indexed,direct,lci-mea,resolved,Fixed costs LCI,lci-mea
OLE-FAL-PKO·MEA,OLE-FAL-PKO,MEA,5,9,0.09,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
OLE-FAL-C20·EU,OLE-FAL-C20,EU,1,60,0.6,CPO/PKO upstream proxy,CPO-MY,p,indexed,proxy,cpo,resolved,CPO/PKO upstream proxy,cpo
OLE-FAL-C20·EU,OLE-FAL-C20,EU,2,10,0.1,Industrial electricity,ELEC-EU,d,indexed,direct,elec-eu,resolved,Industrial electricity,elec-eu
OLE-FAL-C20·EU,OLE-FAL-C20,EU,3,15,0.15,Fixed costs LCI,LCI-EU,d,indexed,direct,lci-eu,resolved,Fixed costs LCI,lci-eu
OLE-FAL-C20·EU,OLE-FAL-C20,EU,4,15,0.15,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
OLE-FAL-C20·CN,OLE-FAL-C20,CN,1,60,0.6,CPO/PKO upstream proxy,CPO-MY,p,indexed,proxy,cpo,resolved,CPO/PKO upstream proxy,cpo
OLE-FAL-C20·CN,OLE-FAL-C20,CN,2,10,0.1,Industrial electricity,ELEC-CN,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
OLE-FAL-C20·CN,OLE-FAL-C20,CN,3,15,0.15,Fixed costs LCI,LCI-CN,d,indexed,direct,lci-cn,resolved,Fixed costs LCI,lci-cn
OLE-FAL-C20·CN,OLE-FAL-C20,CN,4,15,0.15,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
OLE-FAL-C20·APAC,OLE-FAL-C20,APAC,1,60,0.6,CPO/PKO upstream proxy,CPO-MY,p,indexed,proxy,cpo,resolved,CPO/PKO upstream proxy,cpo
OLE-FAL-C20·APAC,OLE-FAL-C20,APAC,2,10,0.1,Industrial electricity,ELEC-APAC,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
OLE-FAL-C20·APAC,OLE-FAL-C20,APAC,3,15,0.15,Fixed costs LCI,LCI-APAC,d,indexed,direct,lci-apac,resolved,Fixed costs LCI,lci-apac
OLE-FAL-C20·APAC,OLE-FAL-C20,APAC,4,15,0.15,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
OLE-GLY-CRD·EU,OLE-GLY-CRD,EU,1,76,0.76,CPO/PKO upstream proxy co-product,CPO-MY,p,indexed,proxy,cpo,resolved,CPO/PKO upstream proxy co-product,cpo
OLE-GLY-CRD·EU,OLE-GLY-CRD,EU,2,6,0.06,Industrial electricity,ELEC-EU,d,indexed,direct,elec-eu,resolved,Industrial electricity,elec-eu
OLE-GLY-CRD·EU,OLE-GLY-CRD,EU,3,14,0.14,Fixed costs LCI,LCI-EU,d,indexed,direct,lci-eu,resolved,Fixed costs LCI,lci-eu
OLE-GLY-CRD·EU,OLE-GLY-CRD,EU,4,4,0.04,Supplier margin structural oversupply,fixed,f,fixed,,,fixed,Supplier margin structural oversupply,
OLE-GLY-CRD·CN,OLE-GLY-CRD,CN,1,76,0.76,CPO/PKO upstream proxy co-product,CPO-MY,p,indexed,proxy,cpo,resolved,CPO/PKO upstream proxy co-product,cpo
OLE-GLY-CRD·CN,OLE-GLY-CRD,CN,2,6,0.06,Industrial electricity,ELEC-CN,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
OLE-GLY-CRD·CN,OLE-GLY-CRD,CN,3,14,0.14,Fixed costs LCI,LCI-CN,d,indexed,direct,lci-cn,resolved,Fixed costs LCI,lci-cn
OLE-GLY-CRD·CN,OLE-GLY-CRD,CN,4,4,0.04,Supplier margin structural oversupply,fixed,f,fixed,,,fixed,Supplier margin structural oversupply,
OLE-GLY-CRD·NA,OLE-GLY-CRD,NA,1,76,0.76,CPO/PKO upstream proxy co-product,CPO-MY,p,indexed,proxy,cpo,resolved,CPO/PKO upstream proxy co-product,cpo
OLE-GLY-CRD·NA,OLE-GLY-CRD,NA,2,6,0.06,Industrial electricity,ELEC-NA,d,indexed,direct,elec-na,resolved,Industrial electricity,elec-na
OLE-GLY-CRD·NA,OLE-GLY-CRD,NA,3,14,0.14,Fixed costs LCI,LCI-NA,d,indexed,direct,lci-na,resolved,Fixed costs LCI,lci-na
OLE-GLY-CRD·NA,OLE-GLY-CRD,NA,4,4,0.04,Supplier margin structural oversupply,fixed,f,fixed,,,fixed,Supplier margin structural oversupply,
OLE-GLY-CRD·APAC,OLE-GLY-CRD,APAC,1,76,0.76,CPO/PKO upstream proxy co-product,CPO-MY,p,indexed,proxy,cpo,resolved,CPO/PKO upstream proxy co-product,cpo
OLE-GLY-CRD·APAC,OLE-GLY-CRD,APAC,2,6,0.06,Industrial electricity,ELEC-APAC,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
OLE-GLY-CRD·APAC,OLE-GLY-CRD,APAC,3,14,0.14,Fixed costs LCI,LCI-APAC,d,indexed,direct,lci-apac,resolved,Fixed costs LCI,lci-apac
OLE-GLY-CRD·APAC,OLE-GLY-CRD,APAC,4,4,0.04,Supplier margin structural oversupply,fixed,f,fixed,,,fixed,Supplier margin structural oversupply,
OLE-GLY-CRD·IN,OLE-GLY-CRD,IN,1,76,0.76,CPO/PKO upstream proxy co-product,CPO-MY,p,indexed,proxy,cpo,resolved,CPO/PKO upstream proxy co-product,cpo
OLE-GLY-CRD·IN,OLE-GLY-CRD,IN,2,6,0.06,Industrial electricity,ELEC-IN,d,indexed,direct,elec-in,resolved,Industrial electricity,elec-in
OLE-GLY-CRD·IN,OLE-GLY-CRD,IN,3,14,0.14,Fixed costs LCI,LCI-IN,d,indexed,direct,lci-in,resolved,Fixed costs LCI,lci-in
OLE-GLY-CRD·IN,OLE-GLY-CRD,IN,4,4,0.04,Supplier margin structural oversupply,fixed,f,fixed,,,fixed,Supplier margin structural oversupply,
OLE-GLY-REF·EU,OLE-GLY-REF,EU,1,70,0.7,CPO/PKO upstream proxy,CPO-MY,p,indexed,proxy,cpo,resolved,CPO/PKO upstream proxy,cpo
OLE-GLY-REF·EU,OLE-GLY-REF,EU,2,8,0.08,Industrial electricity,ELEC-EU,d,indexed,direct,elec-eu,resolved,Industrial electricity,elec-eu
OLE-GLY-REF·EU,OLE-GLY-REF,EU,3,14,0.14,Fixed costs LCI,LCI-EU,d,indexed,direct,lci-eu,resolved,Fixed costs LCI,lci-eu
OLE-GLY-REF·EU,OLE-GLY-REF,EU,4,8,0.08,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
OLE-GLY-REF·CN,OLE-GLY-REF,CN,1,70,0.7,CPO/PKO upstream proxy,CPO-MY,p,indexed,proxy,cpo,resolved,CPO/PKO upstream proxy,cpo
OLE-GLY-REF·CN,OLE-GLY-REF,CN,2,8,0.08,Industrial electricity,ELEC-CN,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
OLE-GLY-REF·CN,OLE-GLY-REF,CN,3,14,0.14,Fixed costs LCI,LCI-CN,d,indexed,direct,lci-cn,resolved,Fixed costs LCI,lci-cn
OLE-GLY-REF·CN,OLE-GLY-REF,CN,4,8,0.08,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
OLE-GLY-REF·IN,OLE-GLY-REF,IN,1,70,0.7,CPO/PKO upstream proxy,CPO-MY,p,indexed,proxy,cpo,resolved,CPO/PKO upstream proxy,cpo
OLE-GLY-REF·IN,OLE-GLY-REF,IN,2,8,0.08,Industrial electricity,ELEC-IN,d,indexed,direct,elec-in,resolved,Industrial electricity,elec-in
OLE-GLY-REF·IN,OLE-GLY-REF,IN,3,14,0.14,Fixed costs LCI,LCI-IN,d,indexed,direct,lci-in,resolved,Fixed costs LCI,lci-in
OLE-GLY-REF·IN,OLE-GLY-REF,IN,4,8,0.08,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
FOD-LEC-LIQ·EU,FOD-LEC-LIQ,EU,1,68,0.68,Soybean oil CBOT,SOY-CBOT,d,indexed,direct,soybean-oil,resolved,Soybean oil CBOT,soybean-oil
FOD-LEC-LIQ·EU,FOD-LEC-LIQ,EU,2,8,0.08,Industrial electricity,ELEC-EU,d,indexed,direct,elec-eu,resolved,Industrial electricity,elec-eu
FOD-LEC-LIQ·EU,FOD-LEC-LIQ,EU,3,8,0.08,Fixed costs LCI,LCI-EU,d,indexed,direct,lci-eu,resolved,Fixed costs LCI,lci-eu
FOD-LEC-LIQ·EU,FOD-LEC-LIQ,EU,4,16,0.16,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
FOD-LEC-LIQ·NA,FOD-LEC-LIQ,NA,1,68,0.68,Soybean oil CBOT,SOY-CBOT,d,indexed,direct,soybean-oil,resolved,Soybean oil CBOT,soybean-oil
FOD-LEC-LIQ·NA,FOD-LEC-LIQ,NA,2,8,0.08,Industrial electricity,ELEC-NA,d,indexed,direct,elec-na,resolved,Industrial electricity,elec-na
FOD-LEC-LIQ·NA,FOD-LEC-LIQ,NA,3,8,0.08,Fixed costs LCI,LCI-NA,d,indexed,direct,lci-na,resolved,Fixed costs LCI,lci-na
FOD-LEC-LIQ·NA,FOD-LEC-LIQ,NA,4,16,0.16,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
FOD-LEC-LIQ·APAC,FOD-LEC-LIQ,APAC,1,68,0.68,Soybean oil CBOT,SOY-CBOT,d,indexed,direct,soybean-oil,resolved,Soybean oil CBOT,soybean-oil
FOD-LEC-LIQ·APAC,FOD-LEC-LIQ,APAC,2,8,0.08,Industrial electricity,ELEC-APAC,d,indexed,direct,elec-cn,resolved,Industrial electricity,elec-cn
FOD-LEC-LIQ·APAC,FOD-LEC-LIQ,APAC,3,8,0.08,Fixed costs LCI,LCI-APAC,d,indexed,direct,lci-apac,resolved,Fixed costs LCI,lci-apac
FOD-LEC-LIQ·APAC,FOD-LEC-LIQ,APAC,4,16,0.16,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
FOD-LEC-PWD·EU,FOD-LEC-PWD,EU,1,60,0.6,Soybean oil CBOT,SOY-CBOT,d,indexed,direct,soybean-oil,resolved,Soybean oil CBOT,soybean-oil
FOD-LEC-PWD·EU,FOD-LEC-PWD,EU,2,10,0.1,Industrial electricity drying,ELEC-EU,d,indexed,direct,elec-eu,resolved,Industrial electricity drying,elec-eu
FOD-LEC-PWD·EU,FOD-LEC-PWD,EU,3,4,0.04,HDPE bag packaging,HDPE-EU,d,indexed,direct,brent,resolved,HDPE bag packaging,brent
FOD-LEC-PWD·EU,FOD-LEC-PWD,EU,4,9,0.09,Fixed costs LCI,LCI-EU,d,indexed,direct,lci-eu,resolved,Fixed costs LCI,lci-eu
FOD-LEC-PWD·EU,FOD-LEC-PWD,EU,5,17,0.17,Supplier margin,fixed,f,fixed,,,fixed,Supplier margin,
FOD-LEC-PWD·NA,FOD-LEC-PWD,NA,1,60,0.6,Soybean oil CBOT,SOY-CBOT,d,indexed,direct,soybean-oil,resolved,Soybean oil CBOT,soybean-oil
FOD-LEC-PWD·NA,FOD-LEC-PWD,NA,2,10,0.1,Industrial electricity drying,ELEC-NA,d,indexed,direct,elec-na,resolved,Industrial electricity drying,elec-na
FOD-LEC-PWD·NA,FOD-LEC-PWD,NA,3,4,0.04,HDPE bag packaging,HDPE-NA,d,indexed,direct,hdpe-na,resolved,HDPE bag packaging,hdpe-na
