combo_id,formula_id,region,seq,weight_pct,weight_frac,label,type_code,raw_flag,kind,proxy_status,resolves_to,resolution,label_short,commodity_key
SOL-COAL-LIQ·NA,SOL-COAL-LIQ,NA,4,3,0.03,HDPE drum packaging,HDPE-EU,feedstock,indexed,unclassified,brent,resolved,HDPE drum packaging,brent
SOL-COAL-LIQ·NA,SOL-COAL-LIQ,NA,5,16,0.16,Supplier margin,fixed,fixed,fixed,,,fixed,Supplier margin,
SOL-NMP-LIQ·NA,SOL-NMP-LIQ,NA,1,36,0.36,Gamma-butyrolactone / C4 refinery gases,RG-US,feedstock,indexed,unclassified,refinery-gases-ppi,no_series,Gamma-butyrolactone / C4 refinery gases,
SOL-NMP-LIQ·NA,SOL-NMP-LIQ,NA,2,29,0.29,Methylamine / methanol proxy,MEOH-NA,feedstock,indexed,unclassified,methanol-na,resolved,Methylamine / methanol proxy,methanol-na
SOL-NMP-LIQ·NA,SOL-NMP-LIQ,NA,3,8,0.08,Industrial electricity,ELEC-US-PPI,feedstock,indexed,unclassified,elec-power-ppi,no_series,Industrial electricity,
SOL-NMP-LIQ·NA,SOL-NMP-LIQ,NA,4,10,0.1,Fixed costs LCI,LCI-NA,feedstock,indexed,unclassified,lci-na,resolved,Fixed costs LCI,lci-na
SOL-NMP-LIQ·NA,SOL-NMP-LIQ,NA,5,3,0.03,HDPE drum packaging,HDPE-EU,feedstock,indexed,unclassified,brent,resolved,HDPE drum packaging,brent
SOL-NMP-LIQ·NA,SOL-NMP-LIQ,NA,6,14,0.14,Supplier margin,fixed,fixed,fixed,,,fixed,Supplier margin,
SOL-PGMEA-LIQ·NA,SOL-PGMEA-LIQ,NA,1,36,0.36,Propylene oxide / propylene,RG-US,feedstock,indexed,unclassified,refinery-gases-ppi,no_series,Propylene oxide / propylene,
SOL-PGMEA-LIQ·NA,SOL-PGMEA-LIQ,NA,2,29,0.29,Methanol / acetic acid,MEOH-NA,feedstock,indexed,unclassified,methanol-na,resolved,Methanol / acetic acid,methanol-na
SOL-PGMEA-LIQ·NA,SOL-PGMEA-LIQ,NA,3,8,0.08,Industrial electricity,ELEC-US-PPI,feedstock,indexed,unclassified,elec-power-ppi,no_series,Industrial electricity,
SOL-PGMEA-LIQ·NA,SOL-PGMEA-LIQ,NA,4,10,0.1,Fixed costs LCI,LCI-NA,feedstock,indexed,unclassified,lci-na,resolved,Fixed costs LCI,lci-na
SOL-PGMEA-LIQ·NA,SOL-PGMEA-LIQ,NA,5,3,0.03,HDPE drum packaging,HDPE-EU,feedstock,indexed,unclassified,brent,resolved,HDPE drum packaging,brent
SOL-PGMEA-LIQ·NA,SOL-PGMEA-LIQ,NA,6,14,0.14,Supplier margin,fixed,fixed,fixed,,,fixed,Supplier margin,
BCI-H2SO4-ELEC·NA,BCI-H2SO4-ELEC,NA,1,65,0.65,Sulfuric acid PPI (self-referential proxy),SULF-WB,feedstock,indexed,unclassified,sulfuric-acid-na,resolved,Sulfuric acid PPI (self-referential proxy),sulfuric-acid-na
BCI-H2SO4-ELEC·NA,BCI-H2SO4-ELEC,NA,2,5,0.05,Industrial electricity,ELEC-US-PPI,feedstock,indexed,unclassified,elec-power-ppi,no_series,Industrial electricity,
BCI-H2SO4-ELEC·NA,BCI-H2SO4-ELEC,NA,3,12,0.12,Fixed costs LCI,LCI-NA,feedstock,indexed,unclassified,lci-na,resolved,Fixed costs LCI,lci-na
BCI-H2SO4-ELEC·NA,BCI-H2SO4-ELEC,NA,4,18,0.18,Supplier margin,fixed,fixed,fixed,,,fixed,Supplier margin,
BCI-NH3-ELEC·NA,BCI-NH3-ELEC,NA,1,65,0.65,Natural gas (Haber-Bosch synthesis proxy),NATGAS-US,feedstock,indexed,unclassified,natgas-ppi,no_series,Natural gas (Haber-Bosch synthesis proxy),
BCI-NH3-ELEC·NA,BCI-NH3-ELEC,NA,2,5,0.05,Industrial electricity,ELEC-US-PPI,feedstock,indexed,unclassified,elec-power-ppi,no_series,Industrial electricity,
BCI-NH3-ELEC·NA,BCI-NH3-ELEC,NA,3,12,0.12,Fixed costs LCI,LCI-NA,feedstock,indexed,unclassified,lci-na,resolved,Fixed costs LCI,lci-na
BCI-NH3-ELEC·NA,BCI-NH3-ELEC,NA,4,18,0.18,Supplier margin,fixed,fixed,fixed,,,fixed,Supplier margin,
BCI-NABROM-LIQ·NA,BCI-NABROM-LIQ,NA,1,71,0.71,Bromine / inorganic chemicals proxy,INORG-US,feedstock,indexed,unclassified,inorg-chem-ppi,no_series,Bromine / inorganic chemicals proxy,
BCI-NABROM-LIQ·NA,BCI-NABROM-LIQ,NA,2,5,0.05,Industrial electricity,ELEC-US-PPI,feedstock,indexed,unclassified,elec-power-ppi,no_series,Industrial electricity,
BCI-NABROM-LIQ·NA,BCI-NABROM-LIQ,NA,3,10,0.1,Fixed costs LCI,LCI-NA,feedstock,indexed,unclassified,lci-na,resolved,Fixed costs LCI,lci-na
BCI-NABROM-LIQ·NA,BCI-NABROM-LIQ,NA,4,14,0.14,Supplier margin,fixed,fixed,fixed,,,fixed,Supplier margin,
BCI-ZNBROM-LIQ·NA,BCI-ZNBROM-LIQ,NA,1,42,0.42,Bromine / inorganic chemicals proxy,INORG-US,feedstock,indexed,unclassified,inorg-chem-ppi,no_series,Bromine / inorganic chemicals proxy,
BCI-ZNBROM-LIQ·NA,BCI-ZNBROM-LIQ,NA,2,28,0.28,Zinc LME,ZINC-GL,feedstock,indexed,unclassified,zinc-gl,no_series,Zinc LME,
BCI-ZNBROM-LIQ·NA,BCI-ZNBROM-LIQ,NA,3,5,0.05,Industrial electricity,ELEC-US-PPI,feedstock,indexed,unclassified,elec-power-ppi,no_series,Industrial electricity,
BCI-ZNBROM-LIQ·NA,BCI-ZNBROM-LIQ,NA,4,10,0.1,Fixed costs LCI,LCI-NA,feedstock,indexed,unclassified,lci-na,resolved,Fixed costs LCI,lci-na
BCI-ZNBROM-LIQ·NA,BCI-ZNBROM-LIQ,NA,5,15,0.15,Supplier margin,fixed,fixed,fixed,,,fixed,Supplier margin,
OIL-DRA-LIQ·NA,OIL-DRA-LIQ,NA,1,61,0.61,Ethylene / alpha-olefins / refinery gases,RG-US,feedstock,indexed,unclassified,refinery-gases-ppi,no_series,Ethylene / alpha-olefins / refinery gases,
OIL-DRA-LIQ·NA,OIL-DRA-LIQ,NA,2,8,0.08,Industrial electricity,ELEC-US-PPI,feedstock,indexed,unclassified,elec-power-ppi,no_series,Industrial electricity,
OIL-DRA-LIQ·NA,OIL-DRA-LIQ,NA,3,10,0.1,Fixed costs LCI,LCI-NA,feedstock,indexed,unclassified,lci-na,resolved,Fixed costs LCI,lci-na
OIL-DRA-LIQ·NA,OIL-DRA-LIQ,NA,4,3,0.03,HDPE drum / IBC packaging,HDPE-EU,feedstock,indexed,unclassified,brent,resolved,HDPE drum / IBC packaging,brent
OIL-DRA-LIQ·NA,OIL-DRA-LIQ,NA,5,18,0.18,Supplier margin,fixed,fixed,fixed,,,fixed,Supplier margin,
SOL-PINE-LIQ·NA,SOL-PINE-LIQ,NA,1,66,0.66,Gum and wood chemicals PPI,GUM-WOOD-US,feedstock,indexed,unclassified,gum-wood-na,no_series,Gum and wood chemicals PPI,
SOL-PINE-LIQ·NA,SOL-PINE-LIQ,NA,2,5,0.05,Industrial electricity,ELEC-US-PPI,feedstock,indexed,unclassified,elec-power-ppi,no_series,Industrial electricity,
SOL-PINE-LIQ·NA,SOL-PINE-LIQ,NA,3,10,0.1,Fixed costs LCI,LCI-NA,feedstock,indexed,unclassified,lci-na,resolved,Fixed costs LCI,lci-na
SOL-PINE-LIQ·NA,SOL-PINE-LIQ,NA,4,3,0.03,HDPE drum packaging,HDPE-EU,feedstock,indexed,unclassified,brent,resolved,HDPE drum packaging,brent
SOL-PINE-LIQ·NA,SOL-PINE-LIQ,NA,5,16,0.16,Supplier margin,fixed,fixed,fixed,,,fixed,Supplier margin,
BCI-NAMBS-PWD·NA,BCI-NAMBS-PWD,NA,1,36,0.36,Sulfur dioxide / sulfuric acid proxy — one step removed,SULF-WB,feedstock,indexed,unclassified,sulfuric-acid-na,resolved,Sulfur dioxide / sulfuric acid proxy — one step removed,sulfuric-acid-na
BCI-NAMBS-PWD·NA,BCI-NAMBS-PWD,NA,2,30,0.3,Soda ash,SODA-US,feedstock,indexed,unclassified,alkalies-chlorine-ppi,no_series,Soda ash,
BCI-NAMBS-PWD·NA,BCI-NAMBS-PWD,NA,3,8,0.08,Industrial electricity,ELEC-US-PPI,feedstock,indexed,unclassified,elec-power-ppi,no_series,Industrial electricity,
BCI-NAMBS-PWD·NA,BCI-NAMBS-PWD,NA,4,10,0.1,Fixed costs LCI,LCI-NA,feedstock,indexed,unclassified,lci-na,resolved,Fixed costs LCI,lci-na
BCI-NAMBS-PWD·NA,BCI-NAMBS-PWD,NA,5,4,0.04,HDPE bag packaging,HDPE-EU,feedstock,indexed,unclassified,brent,resolved,HDPE bag packaging,brent
BCI-NAMBS-PWD·NA,BCI-NAMBS-PWD,NA,6,12,0.12,Supplier margin,fixed,fixed,fixed,,,fixed,Supplier margin,
BCI-KMNO4-PWD·NA,BCI-KMNO4-PWD,NA,1,38,0.38,Manganese ore / inorganic proxy,INORG-US,feedstock,indexed,unclassified,inorg-chem-ppi,no_series,Manganese ore / inorganic proxy,
BCI-KMNO4-PWD·NA,BCI-KMNO4-PWD,NA,2,26,0.26,Potassium hydroxide / caustic proxy,CHLOR-US,feedstock,indexed,unclassified,chlor-naoh-ppi,no_series,Potassium hydroxide / caustic proxy,
BCI-KMNO4-PWD·NA,BCI-KMNO4-PWD,NA,3,8,0.08,Industrial electricity,ELEC-US-PPI,feedstock,indexed,unclassified,elec-power-ppi,no_series,Industrial electricity,
BCI-KMNO4-PWD·NA,BCI-KMNO4-PWD,NA,4,10,0.1,Fixed costs LCI,LCI-NA,feedstock,indexed,unclassified,lci-na,resolved,Fixed costs LCI,lci-na
BCI-KMNO4-PWD·NA,BCI-KMNO4-PWD,NA,5,4,0.04,HDPE bag packaging,HDPE-EU,feedstock,indexed,unclassified,brent,resolved,HDPE bag packaging,brent
BCI-KMNO4-PWD·NA,BCI-KMNO4-PWD,NA,6,14,0.14,Supplier margin,fixed,fixed,fixed,,,fixed,Supplier margin,
CLN-CAHYPO-PWD·NA,CLN-CAHYPO-PWD,NA,1,36,0.36,Chlorine / caustic soda (electrolysis),CHLOR-US,feedstock,indexed,unclassified,chlor-naoh-ppi,no_series,Chlorine / caustic soda (electrolysis),
CLN-CAHYPO-PWD·NA,CLN-CAHYPO-PWD,NA,2,30,0.3,Lime (calcium hydroxide),LIME-US,feedstock,indexed,unclassified,lime-na,no_series,Lime (calcium hydroxide),
CLN-CAHYPO-PWD·NA,CLN-CAHYPO-PWD,NA,3,8,0.08,Industrial electricity,ELEC-US-PPI,feedstock,indexed,unclassified,elec-power-ppi,no_series,Industrial electricity,
CLN-CAHYPO-PWD·NA,CLN-CAHYPO-PWD,NA,4,10,0.1,Fixed costs LCI,LCI-NA,feedstock,indexed,unclassified,lci-na,resolved,Fixed costs LCI,lci-na
CLN-CAHYPO-PWD·NA,CLN-CAHYPO-PWD,NA,5,4,0.04,HDPE drum packaging,HDPE-EU,feedstock,indexed,unclassified,brent,resolved,HDPE drum packaging,brent
CLN-CAHYPO-PWD·NA,CLN-CAHYPO-PWD,NA,6,12,0.12,Supplier margin,fixed,fixed,fixed,,,fixed,Supplier margin,
POL-HPMC-PWD·NA,POL-HPMC-PWD,NA,1,36,0.36,Wood pulp (cellulose feedstock),WOOD-PULP-US,feedstock,indexed,unclassified,wood-pulp-na,no_series,Wood pulp (cellulose feedstock),
POL-HPMC-PWD·NA,POL-HPMC-PWD,NA,2,15,0.15,Propylene (propylene oxide),RG-US,feedstock,indexed,unclassified,refinery-gases-ppi,no_series,Propylene (propylene oxide),
POL-HPMC-PWD·NA,POL-HPMC-PWD,NA,3,9,0.09,Chloromethane (methanol derived),MEOH-NA,feedstock,indexed,unclassified,methanol-na,resolved,Chloromethane (methanol derived),methanol-na
POL-HPMC-PWD·NA,POL-HPMC-PWD,NA,4,8,0.08,Industrial electricity,ELEC-US-PPI,feedstock,indexed,unclassified,elec-power-ppi,no_series,Industrial electricity,
POL-HPMC-PWD·NA,POL-HPMC-PWD,NA,5,12,0.12,Fixed costs LCI,LCI-NA,feedstock,indexed,unclassified,lci-na,resolved,Fixed costs LCI,lci-na
POL-HPMC-PWD·NA,POL-HPMC-PWD,NA,6,4,0.04,HDPE bag packaging,HDPE-EU,feedstock,indexed,unclassified,brent,resolved,HDPE bag packaging,brent
POL-HPMC-PWD·NA,POL-HPMC-PWD,NA,7,16,0.16,Supplier margin,fixed,fixed,fixed,,,fixed,Supplier margin,
POL-MCC-PWD·NA,POL-MCC-PWD,NA,1,51,0.51,Wood pulp (cellulose feedstock),WOOD-PULP-US,feedstock,indexed,unclassified,wood-pulp-na,no_series,Wood pulp (cellulose feedstock),
POL-MCC-PWD·NA,POL-MCC-PWD,NA,2,13,0.13,Hydrochloric acid / inorganic proxy,INORG-US,feedstock,indexed,unclassified,inorg-chem-ppi,no_series,Hydrochloric acid / inorganic proxy,
POL-MCC-PWD·NA,POL-MCC-PWD,NA,3,8,0.08,Industrial electricity,ELEC-US-PPI,feedstock,indexed,unclassified,elec-power-ppi,no_series,Industrial electricity,
POL-MCC-PWD·NA,POL-MCC-PWD,NA,4,10,0.1,Fixed costs LCI,LCI-NA,feedstock,indexed,unclassified,lci-na,resolved,Fixed costs LCI,lci-na
POL-MCC-PWD·NA,POL-MCC-PWD,NA,5,4,0.04,HDPE bag packaging,HDPE-EU,feedstock,indexed,unclassified,brent,resolved,HDPE bag packaging,brent
POL-MCC-PWD·NA,POL-MCC-PWD,NA,6,14,0.14,Supplier margin,fixed,fixed,fixed,,,fixed,Supplier margin,
FAT-MGST-PWD·NA,FAT-MGST-PWD,NA,1,67,0.67,Stearic acid (dominant cost),FA-US,feedstock,indexed,unclassified,fatty-acids-ppi,no_series,Stearic acid (dominant cost),
FAT-MGST-PWD·NA,FAT-MGST-PWD,NA,2,5,0.05,Industrial electricity,ELEC-US-PPI,feedstock,indexed,unclassified,elec-power-ppi,no_series,Industrial electricity,
FAT-MGST-PWD·NA,FAT-MGST-PWD,NA,3,10,0.1,Fixed costs LCI,LCI-NA,feedstock,indexed,unclassified,lci-na,resolved,Fixed costs LCI,lci-na
FAT-MGST-PWD·NA,FAT-MGST-PWD,NA,4,4,0.04,HDPE bag packaging,HDPE-EU,feedstock,indexed,unclassified,brent,resolved,HDPE bag packaging,brent
FAT-MGST-PWD·NA,FAT-MGST-PWD,NA,5,14,0.14,Supplier margin,fixed,fixed,fixed,,,fixed,Supplier margin,
BIO-GELA-PWD·GL,BIO-GELA-PWD,GL,1,58,0.58,Bovine hides (IMF World Bank),HIDES-GL,feedstock,indexed,unclassified,hides-gl,no_series,Bovine hides (IMF World Bank),
BIO-GELA-PWD·GL,BIO-GELA-PWD,GL,2,8,0.08,Industrial electricity,ELEC-US-PPI,feedstock,indexed,unclassified,elec-power-ppi,no_series,Industrial electricity,
BIO-GELA-PWD·GL,BIO-GELA-PWD,GL,3,12,0.12,Fixed costs LCI,LCI-NA,feedstock,indexed,unclassified,lci-na,resolved,Fixed costs LCI,lci-na
BIO-GELA-PWD·GL,BIO-GELA-PWD,GL,4,4,0.04,HDPE bag packaging,HDPE-EU,feedstock,indexed,unclassified,brent,resolved,HDPE bag packaging,brent
BIO-GELA-PWD·GL,BIO-GELA-PWD,GL,5,18,0.18,Supplier margin,fixed,fixed,fixed,,,fixed,Supplier margin,
BIO-PECT-PWD·GL,BIO-PECT-PWD,GL,1,56,0.56,Citrus peel byproduct (orange price proxy),ORANGE-GL,feedstock,indexed,unclassified,orange-gl,no_series,Citrus peel byproduct (orange price proxy),
BIO-PECT-PWD·GL,BIO-PECT-PWD,GL,2,8,0.08,Industrial electricity,ELEC-US-PPI,feedstock,indexed,unclassified,elec-power-ppi,no_series,Industrial electricity,
BIO-PECT-PWD·GL,BIO-PECT-PWD,GL,3,12,0.12,Fixed costs LCI,LCI-NA,feedstock,indexed,unclassified,lci-na,resolved,Fixed costs LCI,lci-na
BIO-PECT-PWD·GL,BIO-PECT-PWD,GL,4,4,0.04,HDPE bag packaging,HDPE-EU,feedstock,indexed,unclassified,brent,resolved,HDPE bag packaging,brent
BIO-PECT-PWD·GL,BIO-PECT-PWD,GL,5,20,0.2,Supplier margin,fixed,fixed,fixed,,,fixed,Supplier margin,
BIO-CARR-PWD·GL,BIO-CARR-PWD,GL,1,41,0.41,Seaweed / inorganic chemicals proxy,INORG-US,feedstock,indexed,unclassified,inorg-chem-ppi,no_series,Seaweed / inorganic chemicals proxy,
BIO-CARR-PWD·GL,BIO-CARR-PWD,GL,2,17,0.17,KCl precipitation step,KCL-WB,feedstock,indexed,unclassified,kcl-wb,no_series,KCl precipitation step,
BIO-CARR-PWD·GL,BIO-CARR-PWD,GL,3,8,0.08,Industrial electricity,ELEC-US-PPI,feedstock,indexed,unclassified,elec-power-ppi,no_series,Industrial electricity,
BIO-CARR-PWD·GL,BIO-CARR-PWD,GL,4,12,0.12,Fixed costs LCI,LCI-NA,feedstock,indexed,unclassified,lci-na,resolved,Fixed costs LCI,lci-na
BIO-CARR-PWD·GL,BIO-CARR-PWD,GL,5,4,0.04,HDPE bag packaging,HDPE-EU,feedstock,indexed,unclassified,brent,resolved,HDPE bag packaging,brent
BIO-CARR-PWD·GL,BIO-CARR-PWD,GL,6,18,0.18,Supplier margin,fixed,fixed,fixed,,,fixed,Supplier margin,
BIO-NAALG-PWD·GL,BIO-NAALG-PWD,GL,1,46,0.46,Seaweed / inorganic chemicals proxy,INORG-US,feedstock,indexed,unclassified,inorg-chem-ppi,no_series,Seaweed / inorganic chemicals proxy,
BIO-NAALG-PWD·GL,BIO-NAALG-PWD,GL,2,12,0.12,Soda ash extraction,SODA-US,feedstock,indexed,unclassified,alkalies-chlorine-ppi,no_series,Soda ash extraction,
BIO-NAALG-PWD·GL,BIO-NAALG-PWD,GL,3,8,0.08,Industrial electricity,ELEC-US-PPI,feedstock,indexed,unclassified,elec-power-ppi,no_series,Industrial electricity,
BIO-NAALG-PWD·GL,BIO-NAALG-PWD,GL,4,12,0.12,Fixed costs LCI,LCI-NA,feedstock,indexed,unclassified,lci-na,resolved,Fixed costs LCI,lci-na
BIO-NAALG-PWD·GL,BIO-NAALG-PWD,GL,5,4,0.04,HDPE bag packaging,HDPE-EU,feedstock,indexed,unclassified,brent,resolved,HDPE bag packaging,brent
BIO-NAALG-PWD·GL,BIO-NAALG-PWD,GL,6,18,0.18,Supplier margin,fixed,fixed,fixed,,,fixed,Supplier margin,
PRES-NABENZ-PWD·NA,PRES-NABENZ-PWD,NA,1,40,0.4,Toluene → benzoic acid (aromatics proxy),AROM-US,feedstock,indexed,unclassified,aromatics-ppi,no_series,Toluene → benzoic acid (aromatics proxy),
PRES-NABENZ-PWD·NA,PRES-NABENZ-PWD,NA,2,26,0.26,Caustic soda (neutralisation),NAOH-US,feedstock,indexed,unclassified,caustic-soda-ppi,no_series,Caustic soda (neutralisation),
PRES-NABENZ-PWD·NA,PRES-NABENZ-PWD,NA,3,8,0.08,Industrial electricity,ELEC-US-PPI,feedstock,indexed,unclassified,elec-power-ppi,no_series,Industrial electricity,
PRES-NABENZ-PWD·NA,PRES-NABENZ-PWD,NA,4,10,0.1,Fixed costs LCI,LCI-NA,feedstock,indexed,unclassified,lci-na,resolved,Fixed costs LCI,lci-na
PRES-NABENZ-PWD·NA,PRES-NABENZ-PWD,NA,5,4,0.04,HDPE bag packaging,HDPE-EU,feedstock,indexed,unclassified,brent,resolved,HDPE bag packaging,brent
PRES-NABENZ-PWD·NA,PRES-NABENZ-PWD,NA,6,12,0.12,Supplier margin,fixed,fixed,fixed,,,fixed,Supplier margin,
PRES-KSRB-PWD·NA,PRES-KSRB-PWD,NA,1,35,0.35,Ethylene → crotonaldehyde (refinery gases proxy),RG-US,feedstock,indexed,unclassified,refinery-gases-ppi,no_series,Ethylene → crotonaldehyde (refinery gases proxy),
PRES-KSRB-PWD·NA,PRES-KSRB-PWD,NA,2,29,0.29,Potassium hydroxide (caustic proxy),CHLOR-US,feedstock,indexed,unclassified,chlor-naoh-ppi,no_series,Potassium hydroxide (caustic proxy),
PRES-KSRB-PWD·NA,PRES-KSRB-PWD,NA,3,8,0.08,Industrial electricity,ELEC-US-PPI,feedstock,indexed,unclassified,elec-power-ppi,no_series,Industrial electricity,
PRES-KSRB-PWD·NA,PRES-KSRB-PWD,NA,4,10,0.1,Fixed costs LCI,LCI-NA,feedstock,indexed,unclassified,lci-na,resolved,Fixed costs LCI,lci-na
PRES-KSRB-PWD·NA,PRES-KSRB-PWD,NA,5,4,0.04,HDPE bag packaging,HDPE-EU,feedstock,indexed,unclassified,brent,resolved,HDPE bag packaging,brent
PRES-KSRB-PWD·NA,PRES-KSRB-PWD,NA,6,14,0.14,Supplier margin,fixed,fixed,fixed,,,fixed,Supplier margin,
MIN-MSTARCH-PWD·NA,MIN-MSTARCH-PWD,NA,1,66,0.66,Corn (wet milling feedstock),CORN-US,feedstock,indexed,unclassified,corn-na,no_series,Corn (wet milling feedstock),
MIN-MSTARCH-PWD·NA,MIN-MSTARCH-PWD,NA,2,8,0.08,Industrial electricity,ELEC-US-PPI,feedstock,indexed,unclassified,elec-power-ppi,no_series,Industrial electricity,
MIN-MSTARCH-PWD·NA,MIN-MSTARCH-PWD,NA,3,10,0.1,Fixed costs LCI,LCI-NA,feedstock,indexed,unclassified,lci-na,resolved,Fixed costs LCI,lci-na
MIN-MSTARCH-PWD·NA,MIN-MSTARCH-PWD,NA,4,4,0.04,HDPE bag packaging,HDPE-EU,feedstock,indexed,unclassified,brent,resolved,HDPE bag packaging,brent
MIN-MSTARCH-PWD·NA,MIN-MSTARCH-PWD,NA,5,12,0.12,Supplier margin,fixed,fixed,fixed,,,fixed,Supplier margin,
BCI-LIOH-PWD·GL,BCI-LIOH-PWD,GL,1,38,0.38,Natural gas / energy (roasting and conversion),NATGAS-US,feedstock,indexed,unclassified,natgas-ppi,no_series,Natural gas / energy (roasting and conversion),
BCI-LIOH-PWD·GL,BCI-LIOH-PWD,GL,2,18,0.18,Sulfuric acid (leaching step),SULF-WB,feedstock,indexed,unclassified,sulfuric-acid-na,resolved,Sulfuric acid (leaching step),sulfuric-acid-na
BCI-LIOH-PWD·GL,BCI-LIOH-PWD,GL,3,14,0.14,Lime (causticisation),LIME-US,feedstock,indexed,unclassified,lime-na,no_series,Lime (causticisation),
BCI-LIOH-PWD·GL,BCI-LIOH-PWD,GL,4,10,0.1,Fixed costs LCI,LCI-NA,feedstock,indexed,unclassified,lci-na,resolved,Fixed costs LCI,lci-na
BCI-LIOH-PWD·GL,BCI-LIOH-PWD,GL,5,4,0.04,HDPE bag packaging,HDPE-EU,feedstock,indexed,unclassified,brent,resolved,HDPE bag packaging,brent
BCI-LIOH-PWD·GL,BCI-LIOH-PWD,GL,6,16,0.16,Supplier margin,fixed,fixed,fixed,,,fixed,Supplier margin,
LUB-PAG-LIQ·NA,LUB-PAG-LIQ,NA,1,63,0.63,Propylene oxide / ethylene oxide (refinery gases proxy),RG-US,feedstock,indexed,unclassified,refinery-gases-ppi,no_series,Propylene oxide / ethylene oxide (refinery gases proxy),
LUB-PAG-LIQ·NA,LUB-PAG-LIQ,NA,2,8,0.08,Industrial electricity,ELEC-US-PPI,feedstock,indexed,unclassified,elec-power-ppi,no_series,Industrial electricity,
LUB-PAG-LIQ·NA,LUB-PAG-LIQ,NA,3,10,0.1,Fixed costs LCI,LCI-NA,feedstock,indexed,unclassified,lci-na,resolved,Fixed costs LCI,lci-na
LUB-PAG-LIQ·NA,LUB-PAG-LIQ,NA,4,3,0.03,HDPE drum / IBC packaging,HDPE-EU,feedstock,indexed,unclassified,brent,resolved,HDPE drum / IBC packaging,brent
LUB-PAG-LIQ·NA,LUB-PAG-LIQ,NA,5,16,0.16,Supplier margin,fixed,fixed,fixed,,,fixed,Supplier margin,
LUB-ESTER-LIQ·NA,LUB-ESTER-LIQ,NA,1,38,0.38,Fatty acids (oleic / stearic),FA-US,feedstock,indexed,unclassified,fatty-acids-ppi,no_series,Fatty acids (oleic / stearic),
LUB-ESTER-LIQ·NA,LUB-ESTER-LIQ,NA,2,25,0.25,Methanol → TMP/PE polyol (methanol proxy),MEOH-NA,feedstock,indexed,unclassified,methanol-na,resolved,Methanol → TMP/PE polyol (methanol proxy),methanol-na
LUB-ESTER-LIQ·NA,LUB-ESTER-LIQ,NA,3,8,0.08,Industrial electricity,ELEC-US-PPI,feedstock,indexed,unclassified,elec-power-ppi,no_series,Industrial electricity,
LUB-ESTER-LIQ·NA,LUB-ESTER-LIQ,NA,4,10,0.1,Fixed costs LCI,LCI-NA,feedstock,indexed,unclassified,lci-na,resolved,Fixed costs LCI,lci-na
LUB-ESTER-LIQ·NA,LUB-ESTER-LIQ,NA,5,3,0.03,HDPE drum packaging,HDPE-EU,feedstock,indexed,unclassified,brent,resolved,HDPE drum packaging,brent
LUB-ESTER-LIQ·NA,LUB-ESTER-LIQ,NA,6,16,0.16,Supplier margin,fixed,fixed,fixed,,,fixed,Supplier margin,
AGR-LCHT-TC·NA,AGR-LCHT-TC,NA,1,30,0.3,Aromatic intermediates (DMPB acid),AROM-US,feedstock,indexed,unclassified,aromatics-ppi,no_series,Aromatic intermediates (DMPB acid),
AGR-LCHT-TC·NA,AGR-LCHT-TC,NA,2,30,0.3,Chlorination steps,CHLOR-US,feedstock,indexed,unclassified,chlor-naoh-ppi,no_series,Chlorination steps,
AGR-LCHT-TC·NA,AGR-LCHT-TC,NA,3,8,0.08,Industrial electricity,ELEC-US-PPI,feedstock,indexed,unclassified,elec-power-ppi,no_series,Industrial electricity,
AGR-LCHT-TC·NA,AGR-LCHT-TC,NA,4,10,0.1,Fixed costs LCI,LCI-NA,feedstock,indexed,unclassified,lci-na,resolved,Fixed costs LCI,lci-na
AGR-LCHT-TC·NA,AGR-LCHT-TC,NA,5,4,0.04,HDPE drum packaging,HDPE-EU,feedstock,indexed,unclassified,brent,resolved,HDPE drum packaging,brent
AGR-LCHT-TC·NA,AGR-LCHT-TC,NA,6,18,0.18,Supplier margin,fixed,fixed,fixed,,,fixed,Supplier margin,
AGR-THIAMX-TC·NA,AGR-THIAMX-TC,NA,1,36,0.36,Aromatic intermediates (chlorothiazole),AROM-US,feedstock,indexed,unclassified,aromatics-ppi,no_series,Aromatic intermediates (chlorothiazole),
AGR-THIAMX-TC·NA,AGR-THIAMX-TC,NA,2,24,0.24,Chlorination / caustic steps,CHLOR-US,feedstock,indexed,unclassified,chlor-naoh-ppi,no_series,Chlorination / caustic steps,
AGR-THIAMX-TC·NA,AGR-THIAMX-TC,NA,3,8,0.08,Industrial electricity,ELEC-US-PPI,feedstock,indexed,unclassified,elec-power-ppi,no_series,Industrial electricity,
AGR-THIAMX-TC·NA,AGR-THIAMX-TC,NA,4,10,0.1,Fixed costs LCI,LCI-NA,feedstock,indexed,unclassified,lci-na,resolved,Fixed costs LCI,lci-na
AGR-THIAMX-TC·NA,AGR-THIAMX-TC,NA,5,4,0.04,HDPE drum packaging,HDPE-EU,feedstock,indexed,unclassified,brent,resolved,HDPE drum packaging,brent
AGR-THIAMX-TC·NA,AGR-THIAMX-TC,NA,6,18,0.18,Supplier margin,fixed,fixed,fixed,,,fixed,Supplier margin,
AGR-PARAQ-TC·NA,AGR-PARAQ-TC,NA,1,28,0.28,Methanol / formaldehyde (pyridine route),MEOH-NA,feedstock,indexed,unclassified,methanol-na,resolved,Methanol / formaldehyde (pyridine route),methanol-na
